titulo_puesto,empresa,descripcion_puesto,modalidad,salario,localidad,fecha_posteo,nivel_de_experiencia,tipo_empleo,pais,latitud,longitud
Analista Inteligencia de Datos (Power BI excluyente),Industria de Alimentos Trendy S.A,"¡Te estamos buscando!Tú, si, tú, ¿tienes experiencia en el ámbito de analisis de datos? Entonces esta oferta te puede interesar.¿Quieres ser parte de una empresa dinámica, amigable y con proyección? ¿Quieres sentirte parte de nuevos desafíos?¡Si tu respuesta es SI, esta oferta es para TI!Estamos buscando personas, dinámicas, activas y con ideas nuevas para nuestra área de Business Intelligence.¿Cuáles serán tus desafíos?Deberás analizar y apoyar en el establecimiento de precios para garantizar rentabilidad dependiendo del canal de venta y país.Serás responsable de desarrollar y analizar los informes gerenciales del área comercial.Realizarás seguimiento a las órdenes de compra críticas (controlados, licitaciones urgentes, nuevos productos) para alertar a las diferentes áreas de posibles contratiempos.Apoyarás al área comercial en los procesos de licitación (búsqueda de documentos, diligenciar formularios), administrativos, operativos y de gestión de los diferentes países. Requisitos¿Qué requisitos debes cumplir para postular? Tu formación de ser en Ingeniería en Informática, Comercial o similar. Tu experiencia en cargos similares debe ser de al menos 2 años o recién titulados con manejo de Power BI avanzado. Contar con conocimiento en Power BI (Excluyente), Python, SQL y Postgres (deseables). Disponibilidad para trabajar en Quilicura de manera presencial en primera instancia.¡Te invitamos a ser parte de nuestra familia Trendy!En Trendy apoyamos la diversidad e inclusión en todas sus formas y creemos fielmente que los equipos deben ser diversos, enriqueciendo nuestra cultura e impulsando nuestro propósito de ser los mejores. Es por esto qué, en el marco de la Ley de Inclusión Laboral N°21.015 te invitamos a ser parte de esta gran familia y aportar con tu mirada de éxito.Beneficios Casino. Seguro complementario.Ser una Empresa de alimentos altamente innovadora y rentable, que entrega valor a todos sus clientes, en estrecho vínculo con el consumidor final, buscando la excelencia operacional y el desarrollo de su capital humano, relacionándose de manera sustentable con la comunidad y el medio ambiente.",hybrid,0,Chile,2022-11-29,Intermedio,Fulltime,Chile,-31.7613365,-71.3187697
Estagiário - Análise De Dados,RHF Talentos,"Vaga de Estagiário - Análise De Dados em Paraná. A combinar. Parcial tardes. Estágio Área e especialização profissional: Informática, TI, Telecomunicações - TI Nível hierárquico: Estagiário Local de trabalho: Curitiba, PR Regime de contratação de tipo Estágio Jornada Parcial tardes Atividades: Irá atuar dando suporte a diretoria em atividades relacionadas as análises e modelagem de dados, criação, simulação, antecipação de cenários e apresentação dos resultados; Cursando: Sistemas da informação, Relações internacionais, administração ou áreas correlatas; Excel Avançado e Desejável conhecimento de Power BI; Diferenciais: Conhecimento de banco de dados; Conhecimento de Modelagem de Dados Noções de Business Inteligence Benefícios adicionais: Seguro de Vida, Vale-refeição, Vale-transporte",hybrid,0,Brazil,2023-02-01,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Analista de informacion,Eficacia,Nan,hybrid,0,Colombia,2023-02-02,0,0,Colombia,4.099917,-72.9088133
Analista de Minería de Datos,BAC Credomatic,"Objetivo del Puesto: Obtener y preparar información integra y fiable para las entidades reguladoras, auditoria internas o externas, informes a la Región o áreas internas. Participación en la formulación de parámetros y desarrollo de programas para implementar monitoreo de Operaciones Sospechosas. Gestionar y administrar el Riesgo de Lavado de Dinero por medio de la ejecución de herramientas de análisis y visualización de controles.Formación Académica: Estudios Universitarios Graduado en Ingeniería de Sistemas y afines a estudios de Análisis de datos o Científico de Datos. Conocimientos Requeridos y/o deseables: Sistemas AS400, Herramientas estadísticas, Herramientas de Generación de Información, SQL Managment Studio (Transact-SQL), Power BI, Tableau, Python, R Studio, SAS. Competencias: Proactivo, Analista, Autodidacta, Trabajo bajo presión, gestión de conflictos, Ofrecemos: -Prestaciones de ley.-Beneficios adicionales.-Oportunidad de crecimiento.-Agradable ambiente de trabajo.",hybrid,0,Guatemala,2023-03-22,Intermedio,Fulltime,Guatemala,15.5855545,-90.345759
Analista de Dados Jr,Cogna Educação,"Entender, analisar e construir relatórios e dashboards para apoiar as análises da operação. Conhecimento de Excel; Conhecimento em Power Bi; Conhecimento em SQL; Perfil analítico; Bom relacionamento interpessoal.",hybrid,0,Brazil,2023-02-14,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
ECS | Pessoa Analista de Dados Júnior,Serasa Experian,"Company DescriptionAqui na Serasa criamos soluções para melhorar a saúde financeira da população, através de produtos e serviços digitais que contribuem com a tomada de decisões financeiras e que ensinam o consumidor a melhorar a forma como o mercado o vê.Mais do que apenas uma FinTech, nós vivemos nosso propósito de transformar a vida financeira dos Brasileiros com muita tecnologia!Somos formados por gente inquieta, inconformada, que acorda todos os dias para mudar a realidade do crédito no Brasil. Corremos em um ritmo próprio e transformamos o impossível em mais um case de sucesso.Job DescriptionManipulação de dados e elaboração de análises;Utilização de dados para gerar insights para diversas áreas como, por exemplo, marketing e comercial;Atualização de dashboards.QualificationsConhecimento em ferramentas de análises de dados:Excel - AvançadoSQL - AvançadoPython - BásicoTableau - BásicoAdditional InformationDiversidade e InclusãoAcreditamos que um ambiente plural proporciona um espaço de trabalho mais saudável, incentiva a troca de experiências positivas, gera orgulho de pertencer e impacta positivamente em inovação.Por isso, exercemos nosso papel social de diversidade e inclusão através de alguns programas de afinidade para promover conscientização e o empoderamento, como: Women (and men) in Experian (grupo de mulheres), UBUNTU (grupo de pessoas negras), For all (grupo LGBTQIA), ASPIRE (grupo de PCDs) e o Maria Vai com as Devs (programa de Talent Acquisition que desenvolve mulheres para o mundo de Tecnologia).BenefíciosSaúde e bem-estar: Plano de Saúde Nacional, Plano odontológico, Gympass ou TotalPass. Programa Respire (Promoção da Saúde nos escritórios), Einstein Conecta (Atendimento online gratuito), SAÚDECS (programa interno voltado para saúde física e mental), entre outros. BeneFlex: Liberdade para alterar o seu pacote padrão de benefícios, que inclui, Seguro de Vida, Plano de Saúde Nacional, Plano Odontológico, VR e VA. Para cada benefício você tem diversas opções para sua escolha. E além da flexibilização do pacote padrão, você ainda pode solicitar reembolso de outros benefícios. Serasa Ensina: Parcerias para desconto e reembolso em cursos, treinamentos e certificações. Sua família: Oferecemos auxílio reembolso para creches, babás, berçários. Licença Maternidade e Paternidade Estendidas. Não pode ficar de fora: Auxílio alimentação (VA e VR) e vale transporte. Para o trabalho remoto: Temos auxílio home office para te ajudar a montar aquele escritório top em casa e auxílio mensal para apoiar com internet e energia! Bora cuidar das finanças: Para te ajudar a Serasa oferece o Serasa Premium para todos os seus colaboradores! Conhece?! O Serasa Premium te dá a oportunidade de entender e visualizar os acessos ao seu score, vazamento de dados, novas solicitações financeiras, entre outras informações importantes para te auxiliar a ter uma vida financeira saudável. Tem mais: PPR Anual, Previdência Privada, Banco de Horas, Sharesave (Ações da Empresa), Recognition (Programa de Reconhecimento), Parceria com grandes empresas para descontos. Experian Careers - Creating a better tomorrow togetherFind out what its like to work for Experian by clicking here",hybrid,0,Brazil,2023-04-05,Ayudante,Fulltime,Brazil,-10.3333333,-53.2
Analista de Processamento de dados,Kantar Media,"Já pensou em trabalhar em uma empresa líder global em dados, insights, consultoria e que contribui para o sucesso e crescimento das principais organizações do mundo? Então essa é a sua chance!Quem procuramos: Analista de processamento de dados -Programador A função do Analista Programadorr abrange todos os estágios da produção de um banco de dados TGI típico, desde o ponto de criação do questionário online no PTK até a entrega final do banco de dados Choices. Está envolvido em todos os procedimentos necessários para configurar questionários online, dicionários de banco de dados, importação e manuseio de dados usando o software de processamento de dados TGI - Publishers Toolkit (PTK). Espera-se também que o titular da função seja capaz de gerar os produtos finais para o cliente, que incluem desktop, online e bureaux, assim como construir alguns bancos de dados Ad Hoc. O que você irá fazer?Ser capaz de trabalhar em equipe, trabalhando em estreita colaboração com a equipe de Operações Latam (Produção, Research e Ops local) e com as outras equipes de operações do TGI Global;Ter conhecimento de níveis intermediários, e alguns elementos avançados, dos processos de produção de PTK e Research, conforme a matriz de competências;Ter bom conhecimento geral dos processos de construção de pesquisas e ter boa compreensão das metodologias de pesquisa usadas para TGI;Criação do questionário online no PTK;Analisar/Realizar tarefas do processo de produção, garantindo que as especificidades sejam atendidas e a informação entregue aos clientes internos/externos esteja dentro do esperado, de forma que os clientes tomem decisões com base em informações consistentes;Manter as regras de consistência nas atualizações dos questionários com a criação de edição para as solicitações de operação/cliente, garantindo que as bases sigam uma metodologia homogênea;Capacitar/orientar clientes internos/externos, apoiando nas análises/soluções dos processos que envolvem o Target Group Index, garantindo o bom entendimento e fluidez do processamento do Target Group Index na América Latina e Central;Homologar softwares e/ou processos, validando e documentando o resultado esperado, com o intuito de buscar a melhoria contínua dos processos que visam agilizar a entrega do produto final aos clientes;Capacidade de trabalhar em projetos ad hoc;Manter os KPIs de Desempenho de Negócios na Entrega de Serviços e Qualidade do Produto;Manter a documentação e os controles do departamento (cronogramas, time-sheets e controle checklist) devidamente atualizados, respeitando a periodicidade esperada.O que buscamos?Nível superior completo, de preferência voltado para processamento de dados;Conhecimento avançado em Pacote Office – Excel;Conhecimento avançado em SPSS;Experiência em rotinas de controle de qualidade de dados;Conhecimento de metodologia de pesquisa, Lógica de programação e processamento e análise de dados. Desejável:Conhecimento de linguagem de programação SQLEspanhol e Inglês – nível intermediárioO que oferecemos?Além de um clima descontraído e total open space, compartilhamos de alguns outros benefícios que trazem qualidade de vida e muita felicidade:Vale Refeição e AlimentaçãoVale TransporteHorário FlexívelModelo híbrido de trabalho (home office de 2 a 3 vezes na semana)Assistência Médica e OdontológicaParticipação nos Lucros e ResultadosDay off de AniversárioPrevidência PrivadaConvênio com FarmáciasSeguro de VidaPrograma de Qualidade de Vida: Convênio com academias (Smart Fit e BioRitmo); ginastica laboral com profissional de educação física toda semana; palestras sobre temas relevantes; vacinação contra a gripe; Programa Global de Assistência ao colaborador e seus familiares (assistência jurídica, psicológica ou financeira) e muito mais.Programa de Mobilidade Interna: a Kantar valoriza seus talentos internos e por isso as vagas disponíveis são divulgadas internamente possibilitando ao colaborador mudar de área ou divisão diferente da que atua.Se o seu perfil corresponde aos nossos valores e objetivos, deixe seu currículo conosco e não perca a chance de fazer parte de nossa equipe. Esperamos por você!Mas caso essa oportunidade ainda não seja compatível com o seu perfil, cadastre seu currículo na nossa plataforma interna: https://kantar.avature.net/pt_BR/talentpool.Na Kantar, acreditamos na força da diversidade para gerar inovação e atingir resultados incríveis. Dessa forma, não fazemos distinção de raça, religião, gênero, nacionalidade, deficiência, orientação sexual, idade ou qualquer outra.",hybrid,0,Brazil,2023-03-16,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Analista Inteligência de Mercado Jr. (Dados),METARH,"DescriçãoFornecer às áreas informações, análises e estudos de mercado;Levantamento de informações de praças mais rentáveis, com índices potenciais de crescimento X evolução de participação;Estudos, pesquisas e análises de informações, coletando dados através das auditorias de mercado adquiridas pela organização;Realizar consultas em literatura especializada, Internet e outros meios, de acordo com as necessidades e solicitações, verificando tipos de mercado, desempenho dos concorrentes, participação, números de vendas etc.;Outros RequisitosSuperior completo Administração, Economia, Ciências Contábeis, Marketing ou áreas correlatas;Imprescindível Excel e Power BI avançados;Necessário experiência com atividades inerentes a área de inteligência de mercado - levantamento de dados, análise de concorrência, dados de vendas e demais informações de mercado;Habilidade com números.",hybrid,0,Brazil,2023-03-16,Ayudante,Fulltime,Brazil,-10.3333333,-53.2
Analista de Inteligencia de Datos,Claro Argentina,Nan,hybrid,0,Argentina,2023-04-05,0,0,Argentina,-34.9964963,-64.9672817
Analista de Planejamento e Dados,Stone,"Sobre a Stone💚Começamos como uma empresa de pagamentos em 2012 e seguimos construindo nosso sonho de transformar a realidade do mercado de pagamento, ajudando o empreendedor brasileiro com produtos e serviços financeiros como a maquininha, conta de pagamentos, cartão, seguros e muito mais.Se você se identifica com o nosso grande sonho de tornar o ambiente de negócios mais justo e eficiente, transformando a economia do Brasil e a vida dos empreendedores, venha fazer parte do nosso time!Sobre o Desafio: Analista de Planejamento e dados Análise e acompanhamento de resultados, projeções e planejamento das ações e projetos para o nosso time de vendas (inside sales).  Extração e tratamento da base de dados; Requisitos Perfil Analítico;  Noções de análise estatística de dados;  SQL;  Python;  Ferramentas de BI;  Atuação no Rio de Janeiro; Etapas Do Processo SeletivoEntrevista com time de Pessoas Entrevista com time de Dados  Case  Papo com o Head da área Salário e Benefícios Plano de Saúde  Seguro de Vida  VT  Vale alimentação/refeição  Gympass",hybrid,0,Brazil,2023-04-11,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Analista de Datos JR,IQVIA,"IQVIA™ es The Human Data Science Company™ enfocada en utilizar la información y la ciencia para ayudar a los clientes del cuidado de la salud a encontrar mejores soluciones para sus pacientes. IQVIA™ ofrece un amplio rango de soluciones que aprovecha los avances en la información, tecnología, análisis de datos y el ingenio humano para impulsar el cuidado de la salud hacia adelante.En IQVIA™ buscamos una #BraveMind que será responsable de:Verificar bases de datosConfección de reportesRealizar el control de la calidad de información.Brindar soporte a nuestros proveedores localesRequisitos:Manejo de Excel intermedio (excluyente)Estudiante promedio de carreras de tecnologia o carreras a finesConocimientos de SQL (valorado)Buena capacidad de análisis, minuciosidad y orientación al detalle.Sabemos que los resultados significativos requieren no sólo del enfoque adecuado sino también de las personas correctas. Sin importar tu rol, te invitamos a reinventar el cuidado de la salud con nosotros. Tendrás la oportunidad UNICA de ayudar a nuestros clientes a impulsar el cuidado de la salud hacia adelante.¡Únete a IQVIA™!IQVIA is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry. We believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. Learn more at https://jobs.iqvia.comIQVIA is a leading global provider of advanced analytics, technology solutions and clinical research services to the life sciences industry. We believe in pushing the boundaries of human science and data science to make the biggest impact possible – to help our customers create a healthier world. Learn more at https://jobs.iqvia.com",hybrid,0,Chile,2023-04-11,No corresponde,Fulltime,Chile,-31.7613365,-71.3187697
Analista de datos financieros,Paigo,"Sobre PaigoSomos una fintech uruguaya 100% digital, comprometida con el desarrollo de productos financieros más accesibles, innovadores y justos. Unimos nuestra expertiz en el mundo de las finanzas y la pasión por la tecnología para revolucionar la banca tradicional, creando un vínculo más virtuoso entre las personas y sus finanzas.Sobre el rolNos encontramos en la búsqueda de un/a Analista de datos financieros para sumarse al equipo de Administración & Finanzas y trabajar en el área de FP&A. Nuestra/o candidata/o ideal es una persona con un background analítico, capaz de explotar el potencial de los datos para la generación de KPI que faciliten la toma de decisiones del negocio.¿Cómo será tu día a día?Trabajarás de manera colaborativa con el área de Finanzas para comprender sus necesidades analíticas y diseñar soluciones de datos que aporten valor al negocio.Generarás información relevante para presentar a stakeholders de la compañía a través de la creación de dashboards y visualizaciones interactivas de datos.Construirás y harás seguimiento de KPI financieros.Generarás análisis solicitados en función de las necesidades de las áreas involucradas.Analizarás datos de forma proactiva para responder preguntas clave de las partes interesadas o por curiosidad autoiniciada, con la vista puesta en lo que impulsa el rendimiento empresarial, investigando y comunicando aspectos clave para mejorar la eficiencia y la productividad.¿Qué esperamos de ti?Eres Licenciando/a o estudiante avanzado/a en Economía, Estadística, Ingeniería o Cr. Público.Tienes experiencia en ánalisis de datos u otros roles analíticos.Tienes dominio de herramientas de visualizaciones de datos (Tableau, PowerBi o similar) y SQL.Será un diferencial si tienes…Familiaridad con lenguajes de programación (Java, Python, R).Experiencia en la industria de servicios financieros.",hybrid,0,Uruguay,2023-02-03,Intermedio,Fulltime,Uruguay,-32.8755548,-56.0201525
Consultor de datos,Minsait,"Minsait forma parte del ADN tecnológico de Indra, procurando soluciones digitales para la compañía en sus diferentes áreas de negocio (Servicios Financieros, Consumo, Supply Chain…)La innovación y la creatividad forman parte de nuestra identidad y son la clave de nuestro éxito.Minsait es el lugar donde lo esencial es el núcleo, y nuestro núcleo son las personas. Personas que impulsan el futuro, que abren nuevos caminos y que cambian las reglas del juego. Porque en Minsait, quien deja huella hoy y mañana, eres tú… ¿Te atreves a formar parte de este reto?¿Qué estamos buscando?Queremos ampliar nuestro equipo de “Data Consultant” para nuestra oficina en Ciudad de México, por lo que buscamos perfiles con una alta capacidad de análisis y síntesis, así como con una gran capacidad de trabajar por objetivos y en entornos de alta exigencia, multidisciplinarios y multiculturales.Perfil Profesional·        Licenciatura o Ingeniería terminada y relacionada a Matemáticas, Datos, Tecnología, Finanzas o afines.        Qlik Sense obligatorio·        Experiencia en roles analíticos o técnicos·        Habilidad avanzada en consultas SQL·        Experiencia mínima de 1 año con alguna o varias de las siguientes herramientas:o   Python, R, Tableau, Power BI, AWS, Spark, Azure, GCP, Java, SAS, Oracle (desarrollo) o SalesForce·        Capacidad de traducir analíticamente requerimientos de negocio·        Interés por la consultoría·        Buen nivel de inglés·        Deseable:o   Conocimiento de marcos de trabajo (Agile, Scrum, Project Management)o   Conocimiento en Data Management / Data Governanceo   Experiencia en sector financiero¿Qué ofrecemos?·        Incorporarte a una compañía con más de 40.000 profesionales y con acceso a proyectos retadores para clientes líderes en sus sectores de actividad.·        Podrás optar después a otros proyectos retadores y interesantes en tu desarrollo profesional.·        Una carrera profesional adaptada a ti con un modelo de evaluación periódica que te permitirá hacer un seguimiento de tus objetivos y alcanzar tu máximo potencial.·        Plan retributivo superior al mercado·        Formación continua para nuestros profesionales en la plataforma Udemy for Business, con más de 3.000 cursos especializados, así como en nuestra Open University.No lo dudes, si tienes ganas de crecer con nosotros, ¡envíanos tu CV!",hybrid,0,Mexico,2023-03-27,0,Fulltime,Mexico,23.6585116,-102.0077097
Especialista en Análisis de Datos,Webhelp,Nan,hybrid,0,Colombia,2023-02-17,0,0,Colombia,4.099917,-72.9088133
Analista de Processamento de Dados,TrabalhaBrasil,"Analista de power biBarro preto Venha fazer parte do grupo qualitycert! Somos uma empresa referência no mercado de certificação digital. Estamos crescendo constantemente e com isso, buscamos um profissional proativo, determinado e com muita energia para fazer parte da nossa equipe. Quais serão suasGerar e analisar relatório, transformando dados em insights de melhoria contínua; Planejamento e especificação de dashboards; Estruturar base de dados e implementar rotinas automáticas para extração de dados do sistema e planilhas; Desenvolvimento de relatórios e dashboards na ferramenta power bi, entre outras plataformas analíticas; Construção de painéis, relatórios, controle de indicadores interface visual, validação e homologação. Conhecimento e experiência com banco de dado relacional; Conhecimento em infraestrutura cloud; Realizar análises e extração de média/alta complexidade, em banco de dados heterogêneos, fornecendo uma visão integrada dos dados. é importante que você tenha:Graduação completa ou em curso em ciências da computação ou áreas afinsPower bi avançado - experiência com análise de dados e capacidade analíticaConhecimento de estatística;Conhecimento em áreas de business e data intelligence para implementação da rotina analíticaDomínio pacote office (excel e power point avançados);Conhecimento em ferramentas de bi (power bi, qlikview, ou tableau)DaxEtl / eltConhecimento em linguagem de programação como vb e java script, html, sql. O que oferecemos:Vale alimentação/ refeição (flash)Para você usar como quiser;Vale transporte ou combustível;Plano de saúde unimed;Plano odontológico odontoprev;Descontos em cursos de idiomas;Desconto para graduação, pós graduação e ead no centro universitário newton paiva. Local de trabalho:Presencialmente no barro pretoBelo horizonte/mg. Horário:De segunda a sexta de 08h as 18hs Tipo de vaga:Efetivo/clt",hybrid,0,Brazil,2023-02-24,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Analista Inteligencia de Datos (Power BI excluyente),Industria de Alimentos Trendy S.A,"¡Te estamos buscando!Tú, si, tú, ¿tienes experiencia en el ámbito de analisis de datos? Entonces esta oferta te puede interesar.¿Quieres ser parte de una empresa dinámica, amigable y con proyección? ¿Quieres sentirte parte de nuevos desafíos?¡Si tu respuesta es SI, esta oferta es para TI!Estamos buscando personas, dinámicas, activas y con ideas nuevas para nuestra área de Business Intelligence.¿Cuáles serán tus desafíos?Deberás analizar y apoyar en el establecimiento de precios para garantizar rentabilidad dependiendo del canal de venta y país.Serás responsable de desarrollar y analizar los informes gerenciales del área comercial.Realizarás seguimiento a las órdenes de compra críticas (controlados, licitaciones urgentes, nuevos productos) para alertar a las diferentes áreas de posibles contratiempos.Apoyarás al área comercial en los procesos de licitación (búsqueda de documentos, diligenciar formularios), administrativos, operativos y de gestión de los diferentes países. Requisitos¿Qué requisitos debes cumplir para postular? Tu formación de ser en Ingeniería en Informática, Comercial o similar. Tu experiencia en cargos similares debe ser de al menos 2 años o recién titulados con manejo de Power BI avanzado. Contar con conocimiento en Power BI (Excluyente), Python, SQL y Postgres (deseables). Disponibilidad para trabajar en Quilicura de manera presencial en primera instancia.¡Te invitamos a ser parte de nuestra familia Trendy!En Trendy apoyamos la diversidad e inclusión en todas sus formas y creemos fielmente que los equipos deben ser diversos, enriqueciendo nuestra cultura e impulsando nuestro propósito de ser los mejores. Es por esto qué, en el marco de la Ley de Inclusión Laboral N° 21.015 te invitamos a ser parte de esta gran familia y aportar con tu mirada de éxito.Beneficios Casino. Seguro complementario.Ser una Empresa de alimentos altamente innovadora y rentable, que entrega valor a todos sus clientes, en estrecho vínculo con el consumidor final, buscando la excelencia operacional y el desarrollo de su capital humano, relacionándose de manera sustentable con la comunidad y el medio ambiente.",hybrid,0,Chile,2023-02-28,Intermedio,Fulltime,Chile,-31.7613365,-71.3187697
Pessoa Analista de Dados & Analytics Júnior - Oil &Gas,BIP Brasil,"Job DescriptionEstamos em busca de uma pessoa analista de dados e analytics no nível júnior para fazer parte do time xTech! Essa pessoa irá atuar no regime hibrido em projetos da BU de Oil e Gas. Quer entender um pouco mais da xTech?xTechxTech é nosso Centro de Excelência em Ciência de Dados e Tecnologia. Somos mais de 500 pessoas entre cientistas de dados, engenheiros, analistas de dados, especialistas em soluções e arquitetos, atuamos de forma cross em todas nossas unidades de negócio. Hoje a xTech é a maior comunidade de cientistas de dados da Itália, sendo portanto uma das maiores da Europa. No Brasil, já somos mais de 50 Bipers focados na disciplina de dados (e crescendo). Somos parceiros da Microsoft e Google. Atuamos com os principais frameworks e provedores de serviços em cloud, como Azure, AWS e GCP.Responsibilities and assignmentsPrincipais AtividadesExtrair, transformar e carregar (ETL) dados de um banco de dados para outro;Construir dashboards iterativos e de fácil utilização pelos usuários, para os mais diferentes negócios e desafios em que a Bip atua;Propor e desenvolver análises de dados descritivas e exploratórias, por múltiplas perspectivas;Propor e desenvolver métricas e KPIs para diferentes negócios.Requirements And QualificationsFormação: Superior completo em Ciência da Computação, Sistemas de Informação, Engenharia de Controle e Automação, Engenharia de Computação, Engenharia de Software , Ciências de Dados ou Nível superior com especialização em ciência de dados e analytics, ou outra afim.Competências EsperadasExperiência de trabalho em BI e AnalyticsExperiência com ferramentas de visualização, manipulação e consulta de dados como: Power BI, Excel, ou Tableau.Conhecimentos básicos em linguagem de programação Python.Conhecimentos em automação via Microsoft Power AppsCompetências DesejáveisDomínio de mais de uma linguagem de programação;Prática com softwares de BI;Atuação em modelo ágil.Additional informationNossos benefícios são flexíveis e você poderá distribuí-los de acordo com suas necessidades e interesses: All Points (Programa de pontos para passagens áreas e hospedagens) Assistência Médica Assistência Odontológica Seguro de vida Meu Pet Club Mobilidade (incluindo opção de combustível) Reembolso Flex (óculos, vacinas, educação e outros) Vale Refeição e/ou Vale AlimentaçãoAuxílio home-officeBem-estar: VT, Birthday off, Gympass, Licença Maternidade de 180 dias e Licença Paternidade de 30 dias, além de auxílio creche no primeiro ano do bebê.Desenvolvimento e engajamento: Academia BIP com Webinars e Treinamentos à distância. Programa de mentoria com acesso a diversos profissionais com diferentes perfis e conhecimentos e Alura para certificaçõesLocal De TrabalhoRio de Janeiro;HERE TO DARESobre a BipNascida em Milão no ano de 2003, temos uma história de crescimento exponencial. De 44 pessoas, hoje somos mais de 4500 em todo o mundo, presentes em 4 continentes e em mais de 14 países. Ao longo de todos esses anos crescemos significativamente e transformamos milhares de pessoas através do nosso trabalho! 🚀Somos guiados por três grandes sonhos...I. Ser a empresa que sempre sonhamos e que sonhamos para sempre 💭Espelha o desejo de evolução constante e perenizarão da empresa através de um cultura forte centrada em pessoas e que essas pessoas pratiquem constantemente a ownership. Que para nós significa liberdade com autonomia de dono e responsabilidade pelo futuro da organização.II. Presente em ecossistema inovador 🏆Significa ter e desenvolver constantemente, internamente ou através de parceiros, soluções inovadoras que promovam impactos em nossos clientes e que sejam o pilar de nossa perenidade. Pois só um repensar constante nos manterá atuantes no mercado.III. Socialmente Engajada 💥Conscientes dos aspectos sociais do nosso país, transformamos o nosso conhecimento, a nossa capacidade de execução e networking em impactos positivos e constantes.Para realizar nossos sonhos, alcançar nossa visão e honrar o porquê existimos, precisamos fortalecer muito bem quem nós somos. Nunca esquecendo da nossa autenticidade e da nossa singularidade. 🤟🏽",hybrid,0,Brazil,2023-04-10,Semi-senior-Senior,Fulltime,Brazil,-10.3333333,-53.2
Analista de Inteligência de Dados,Cappuccino Digital,"O que esperamos do candidato?Um profissional com perfil sênior que seja apaixonado por geração de insights e análises com base em dados. Que goste de trabalhar diferentes formas de visualização das informações de forma simples e efetiva. Que seja independente e esteja à frente na organização de informações entre áreas, buscando aprofundamento de análises, identificação de problemas, propostas de solução e recomendações com base nos achados analisados. Que goste de trabalhar com dados de diferentes fontes, fazendo conexão e relacionamento entre eles, que seja comunicativo e curioso, que curta além de analisar, estar em contato com o cliente para apresentação dos resultados e pós-venda das campanhas/sites.Responsabilidades e atribuiçõesOrganização e visualização de dados de campanhas e/ou sites dos principais clientes da agência;Produção de relatorias das principais contas de forma unificada, trazendo uma visão 360 dos resultados;Interlocução com as áreas de atendimento, planejamento, mídia e analytics da agência, fazendo a integração das informações e análises;Entendimento dos problemas e solicitações dos clientes através de reuniões de briefing e alinhamentos, gerando soluções e propostas;Que tenha fácil navegação em dashboards, gerenciadores de campanhas (Meta, Google e Linkedin), assim como ambientes de web analytics;Construção de framework que se adeque a todas as necessidades das áreas, padronizando o ambiente e o modelo de construção de dashboards;Visão crítica para analisar dados e criar novas visões a partir de diversas fontes de dados;Execução de análises exploratórias e diagnósticas claras (quantitativas ou qualitativas);Interpretação dos dados, analisando resultados e fornecendo relatórios gerenciais, eliminando planilhas e outros controles manuais;Identificação de padrões e oportunidades para otimizar processos de relatórios manuais e criar processos eficientes de análise de dados;Cruzamento dos dados com as principais tendências do mercado em diversos segmentos.Pré-requisitosExperiência com Facebook Ads,Google Ads e Linkedin Ads;Conhecimento avançado em planilhas (Google e Excel);Conhecimento avançado em navegação Google Analytics (Adobe é um diferencial);Conhecimento avançado em Google Looker Studio (Power BI é um diferencial);Experiência com uso de Supermetrics;Excelente desenvoltura em apresentações (PowerPoint e Google);Experiência comprovada em campanhas digitais (online);Experiência comprovada anterior em agência digital;Conhecimento avançado em ferramentas de insights (Google Trends, ComScore, SimilarWeb);Conhecimento avançado em gráficos e visualização de dados;",hybrid,0,Brazil,2023-04-01,Semi-senior-Senior,Otro,Brazil,-10.3333333,-53.2
Analista Riesgo Financiero,Itaú Chile,"En Itaú Chile buscamos personas motivadas y con ganas de enfrentar nuevos desafíos para incorporarse a nuestro equipo como Analista Riesgo Financiero. Tus principales funciones serán: Análisis y monitoreo de indicadores en Mapas de RiesgoResponsable de ejecutar y controlar los procesos de Riesgo Financiero, para la generación de reportes de gestión y normativos.Control y monitoreo del gobierno de datos dentro de la gerencia de Riesgo Financiero.Análisis de datos de cartera y balance, cuadratura operativa-contable, resolución de incidencias, identificación de causa raíz del problema, propuesta de soluciones, propuesta de mejora continua de procesos e implementaciones.Automatización de procesosNos orientamos principalmente en:Formación universitaria en Informática o carrera afín.Hasta 2 años de experiencia Conocimientos u orientación Financiera.Manejo de Office intermedioProgramación (SQL, Python, R, C#) avanzado.Itaú es una institución que valora la diversidad e inclusión de personas en situación de discapacidad. Por ello, te invitamos a participar en nuestra búsqueda!¡Ven y forma parte de nuestro equipo!",hybrid,0,Chile,2023-03-20,Intermedio,Fulltime,Chile,-31.7613365,-71.3187697
