titulo_puesto,empresa,descripcion,modalidad,localidad,experiencia,tipoempleo,pais
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringAn NYSElisted company that has established itself as the market leader in the pharmaceutical industry is looking for a Data Scientist The selected candidate will work in the operations research team and contribute to the optimization modeling mathematics statistics and programming techniques to reveal hidden business insights within the data The company is channeling a century of experience to conduct research develop manufacture and sell valuable healthcare items This role will require an overlap with the EST time zoneJob ResponsibilitiesRun statistical analysis of structured and unstructured data setsIntegrate datadriven mathematical models focusing on longterm decisionmaking processesBuild computational solutions using programming languages like Julia Python or MoselAssist in managing various working relationships to gather all necessary information required to solve business problemsJob RequirementsMSc in Operations Research Industrial Engineering Chemical Engineering Computer Sciences Statistics Machine Learning and Artificial Intelligence or a related disciplineAt least 3 years of relevant experience as a Data ScientistThorough understanding of mathematical optimization including algorithm development Experience in modeling and object oriented programmingMust have deep knowledge of manufacturing and related business processesProven experience in building mathematical programming models for optimizing different processesMust be wellversed with basic knowledge of supply chain and operations management processes  planning scheduling and inventory managementFamiliarity with data mining algorithms and machine learning techniques regression decision trees probability networks association rules clustering neural networks Bayesian models is requiredAbility to work on large datasets handling of healthcarerelevant datasets and understand data analysis workflows are necessaryExpertise in one or more programming languages like R Python Julia SAS or JavaFamiliarity with process optimization tools  Gurobi CPLEX BARONMust have excellent proficiency in English  written and verbal,remote,Mexico,Sin experiencia,Fulltime,Mexico
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringA wellestablished company that has developed a unique job portal that caters to more than 220mn active global users is looking for a Data Scientist The selected candidate will be responsible for influencing supporting and executing product decisions and launches The USbased company is building a jobrelated metasearch engine that aims to put job searchers first by providing them with free access to search for opportunities upload resumes and investigate businesses They have managed to raise 48mn during their Series A round of funding This role requires 45 hours overlap with the CST time zoneJob ResponsibilitiesAssist in identifying business issues along with product and service enhancement possibilitiesHelp to analyze data to make strategictactical suggestionsProvide assistance for tasks like data cleansing data wrangling quantitative analysis and data miningAnalyze stats to judge customer responses to products and servicesCollaborate with crossfunctional teams to address and resolve identified issues Stay updated on the latest industry trends and opportunitiesTake part in crossfunctional team meetings Set product team goals design and evaluate experimentsOversee key product KPIs and analyze to find causes leading to changes in the KPIsEvaluate and create reports dashboards and KPI scorecardsDevelop user behavior models to analyze and drive manufacturing systemsJob RequirementsBachelorsMasters degree in Engineering Computer Science or equivalent experienceAt least 3 years of relevant experience as a Data ScientistWellversed in data mining data models segmentation techniques and database design developmentExperience building structure analyzing and extracting data as per business requirementsPrior experience with data querying languages like SQL and scripting languages like PythonExtensive experience with statistical and mathematical software resources like R SAS and MATLABStrong analytical skills with the capability of collecting organizing analyzing and disseminating large amounts of dataMust be able to prepare reports inquiries and presentationsExcellent interpersonal and collaborative skills,remote,Argentina,Sin experiencia,Fulltime,Argentina
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringA NASDAQlisted automotive Fintech platform revolutionizing a customers car shopping experience is looking for a Data Scientist The candidate will drive exciting meaningful projects and help define the technical and product strategy The company is determined to make the process enjoyable fun and accessible for users to buy and sell used cars This position offers an excellent opportunity to help build the worlds best ecommerce and operations platform to drive car sales and acquisitions It requires a significant overlap with the PST time zoneJob ResponsibilitiesBe a key contributor to the tech stack and technical processes working with engineers throughout the organizationPartner with key teams and demonstrate best practices by delivering highquality results to businessParticipate in software decisions including the technical design and project planningMentor junior data scientists and lead projects to completionJob RequirementsBachelorsMasters degree in Engineering Computer Science Mathematics Neuroscience Computational Biology Econometrics or equivalent experienceAt least 3 years of relevant experience as a Data ScientistPassion for data technology and people Sound data science skills with a deep technical background in supervised and unsupervised machine learning methodsBe a strong English communicator able to leverage visuals and narrative documents to advocate datainformed decisions Expertise in analytics to translate business problems into data science problems and implement the solutionsExperience with big data technologies like Spark AWS Athena Redshift Sisense Looker Tableau or othersExperience with deploying to AWS SageMakerStrong experience in SQL and programming in Python or RAdvanced ability to perform exploratory data analysisExpert in Statistical Studies with sound skills in Databrick and Redshift Experience with monitoring instrumentation tech and vendor knowhow Segment New Relic Datadog Pingdom andor PagerDutyConversant with Product Analytics like Google Analytics andor Amplitude,remote,Brazil,Ayudante,Fulltime,Greater Porto Alegre
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringA rapidly growing AI company combining scientific prowess a focus on impact and entrepreneurial competence is looking for a Data Scientist The selected candidate will work closely with experts on various unsolved mysteries and devote a substantial amount of time to research The organization has been blending cuttingedge AI tech with the latest insights from natural sciences This will be a fulltime role that can convert to a longterm position It requires an overlap with the CET timezoneJob ResponsibilitiesCreate improve and train new deeplearning model variantsDesign run and enhance the ML pipeline for both models and datasets with data provenance controlOwn initiatives from inception to completion  always influencing research from beginning to endInternally and externally communicate datadriven insights and recommendations to key stakeholdersJob RequirementsBachelorsMasters degree in Engineering Computer Science or equivalent experienceAt least 3 years of relevant experience as a data scientistMust have experience in Python AIML and DevOpsKnowledge of multitasking neural networks and transformers is a mustNice to have a Natural Sciences backgroundFamiliarity with VisualVision Transformers is nice to haveKnowledge of QLearning and multiagent modeling is a plusDesigning constructing and transitioning deep neural networks to production is a mustCritical thinking and unbiased analysis abilitiesExperience with crossfunctional collaboration preferably in research Written and verbal communication,remote,Mexico,Sin experiencia,Fulltime,Mexico
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringAn NYSElisted company that has established itself as the market leader in the pharmaceutical industry is looking for a Data Scientist The selected candidate will work in the operations research team and contribute to the optimization modeling mathematics statistics and programming techniques to reveal hidden business insights within the data The company is channeling a century of experience to conduct research develop manufacture and sell valuable healthcare items This role will require an overlap with the EST time zoneJob ResponsibilitiesRun statistical analysis of structured and unstructured data setsIntegrate datadriven mathematical models focusing on longterm decisionmaking processesBuild computational solutions using programming languages like Julia Python or MoselAssist in managing various working relationships to gather all necessary information required to solve business problemsJob RequirementsMSc in Operations Research Industrial Engineering Chemical Engineering Computer Sciences Statistics Machine Learning and Artificial Intelligence or a related disciplineAt least 3 years of relevant experience as a Data ScientistThorough understanding of mathematical optimization including algorithm development Experience in modeling and object oriented programmingMust have deep knowledge of manufacturing and related business processesProven experience in building mathematical programming models for optimizing different processesMust be wellversed with basic knowledge of supply chain and operations management processes  planning scheduling and inventory managementFamiliarity with data mining algorithms and machine learning techniques regression decision trees probability networks association rules clustering neural networks Bayesian models is requiredAbility to work on large datasets handling of healthcarerelevant datasets and understand data analysis workflows are necessaryExpertise in one or more programming languages like R Python Julia SAS or JavaFamiliarity with process optimization tools  Gurobi CPLEX BARONMust have excellent proficiency in English  written and verbal,remote,Brazil,Ayudante,Fulltime,Brazil
Científico de Datos,Turing,Nan,remote,Argentina,0,0,Argentina
Científico de Datos,Turing,Nan,remote,Brazil,0,0,Brazil
Científico de Datos Senior,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringA live learning platform that connects students and professionals with personalized instruction for any subject ondemand is looking for a Senior Machine Learning  Data Scientist The selected candidate will be in charge of creating prototypes that can be turned into realtime systems by engineering The USbased purposedriven company provides users with access to highquality instruction and is on a mission to change the way people learn through technology During their Series C round the company raised more than 100mn in funding This position requires 8 hours overlap with the ESTPST time zoneJob ResponsibilitiesCreate algorithmic systems that allow learners and teachers to be more personalizedCollaborate with product marketing operations and engineering to discover problems that have a big impact and turn them into objective functionsDesign experiments to rapidly establish causal relationshipsDrive initiatives from conception to completion with a measurable business impactUsing mathematical methods define inventive solutions to difficult challengesJob RequirementsBachelorsMasters degree in Engineering Computer Science or equivalent experienceAt least 35 years of relevant data science experienceExpertise in performing ML or statistical analyses software in R or PythonCompetency in statistical inference probability machine learning unsupervised and supervisedExperience with building recommender systems and implementation with a breadth of matching algorithms is nice to haveExperience with Bayesian reasoning NLP classification ranking systems is desirablePrior experience with production models ie postdeployment responsibilityExcellent communication skills,remote,Mexico,Intermedio,Fulltime,Mexico
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringA rapidlygrowing company that is developing stateoftheart Building Information Modelling BIM solutions that are popular with major construction businesses across the globe is looking for a Data Scientist The selected candidate will be in charge of developing and executing models algorithms and tools to draw conclusions and information from data The company uses cuttingedge technology to support project coordination collaboration asset management risk mitigation logistic planning and cost optimization This is a great opportunity for developers who are eager to stay ahead of the curve develop their skills and grow in the professional worldJob ResponsibilitiesUse data visualization tools and approaches to share findings and insights with stakeholdersCreate and put into action datadriven solutions for business challengesBuild and use models for machine learning and statistics to glean insights from dataEmploy machine learning algorithms and prediction models to foresee trends and outcomesAssist software and data engineers in deploying and scaling algorithms and data modelsInvestigate data patterns trends and anomalies using exploratory data analysisCreate tools and techniques to clean convert and preprocess huge datasetsWork together with crossfunctional teams to pinpoint issues and opportunities in the business where data can be used to provide insights and impactMaintain a constant learning process and keep abreast of the most recent developments in data science and machine learningJob RequirementsBachelorsMasters degree in Engineering Computer Science or equivalent experienceAt least 35 years of relevant experience as a data scientistExtensive knowledge of statistical and ML techniquesDemonstrable experience working with programming languages like Python R or JavaPrior experience working with data visualization tools and techniquesFamiliarity with SQL and relational databasesExtensive experience with data preprocessing cleaning and transformationGood communication problemsolving and collaboration skillsExperience with big data technologies like Hadoop Spark or Hive is desirableStrong understanding of deep learning frameworks like TensorFlow Keras or PyTorch is preferredNice to have a good understanding of cloud computing platforms like AWS Azure or Google Cloud PlatformSome familiarity with backend technologies like Graph QL Sage Maker Python TypeScript NET Core and NET MVCKnowledge of JavaScript React Flutter HTML CSS and BootstrapSolid understanding of Invision Figma and PhotoshopBasic understanding of MsSQL MySQL DynamoDB S3 and OpenSearchElasticsearchFamiliarity with AWS Azure GitHub Postman Jira and LinuxExtensive experience with natural language processing NLP and text analytics is desirableExceptional knowledge of data mining and data exploration techniques is preferredStrong understanding of data structures and algorithms is desirableNice to have some experience with software development best practices like version control testing and debuggingAbility to work independently and accept responsibility for allocated duties is preferablePassion for data science and eagerness to learn new technologies and skills is nice to haveExcellent leadership and interpersonal skills is desirableStrong analytical skills and experience working with large datasets is desirableFluent in spoken and written English,remote,Colombia,Sin experiencia,Fulltime,Colombia
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringAn NYSElisted company that has established itself as the market leader in the pharmaceutical industry is looking for a Data Scientist The selected candidate will work in the operations research team and contribute to the optimization modeling mathematics statistics and programming techniques to reveal hidden business insights within the data The company is channeling a century of experience to conduct research develop manufacture and sell valuable healthcare items This role will require an overlap with the EST time zoneJob ResponsibilitiesRun statistical analysis of structured and unstructured data setsIntegrate datadriven mathematical models focusing on longterm decisionmaking processesBuild computational solutions using programming languages like Julia Python or MoselAssist in managing various working relationships to gather all necessary information required to solve business problemsJob RequirementsMSc in Operations Research Industrial Engineering Chemical Engineering Computer Sciences Statistics Machine Learning and Artificial Intelligence or a related disciplineAt least 3 years of relevant experience as a Data ScientistThorough understanding of mathematical optimization including algorithm development Experience in modeling and object oriented programmingMust have deep knowledge of manufacturing and related business processesProven experience in building mathematical programming models for optimizing different processesMust be wellversed with basic knowledge of supply chain and operations management processes  planning scheduling and inventory managementFamiliarity with data mining algorithms and machine learning techniques regression decision trees probability networks association rules clustering neural networks Bayesian models is requiredAbility to work on large datasets handling of healthcarerelevant datasets and understand data analysis workflows are necessaryExpertise in one or more programming languages like R Python Julia SAS or JavaFamiliarity with process optimization tools  Gurobi CPLEX BARONMust have excellent proficiency in English  written and verbal,remote,Colombia,Sin experiencia,Fulltime,Colombia
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringA rapidly growing AI company combining scientific prowess a focus on impact and entrepreneurial competence is looking for a Data Scientist The selected candidate will work closely with experts on various unsolved mysteries and devote a substantial amount of time to research The organization has been blending cuttingedge AI tech with the latest insights from natural sciences This will be a fulltime role that can convert to a longterm position It requires an overlap with the CET timezoneJob ResponsibilitiesCreate improve and train new deeplearning model variantsDesign run and enhance the ML pipeline for both models and datasets with data provenance controlOwn initiatives from inception to completion  always influencing research from beginning to endInternally and externally communicate datadriven insights and recommendations to key stakeholdersJob RequirementsBachelorsMasters degree in Engineering Computer Science or equivalent experienceAt least 3 years of relevant experience as a data scientistMust have experience in Python AIML and DevOpsKnowledge of multitasking neural networks and transformers is a mustNice to have a Natural Sciences backgroundFamiliarity with VisualVision Transformers is nice to haveKnowledge of QLearning and multiagent modeling is a plusDesigning constructing and transitioning deep neural networks to production is a mustCritical thinking and unbiased analysis abilitiesExperience with crossfunctional collaboration preferably in research Written and verbal communication,remote,Argentina,Sin experiencia,Fulltime,Argentina
Científico de Datos,Turing,En Turing ayudamos a los programadores a construir la carrera de sus sueños poniéndolos en contacto con empleos de tecnología muy bien pagos en EEUU con un salario en dólares Más de 400 empresas incluídas Johnson  Johnson Dell Disney Volvo etc han contratado a desarrolladores de TuringA rapidly growing AI company combining scientific prowess a focus on impact and entrepreneurial competence is looking for a Data Scientist The selected candidate will work closely with experts on various unsolved mysteries and devote a substantial amount of time to research The organization has been blending cuttingedge AI tech with the latest insights from natural sciences This will be a fulltime role that can convert to a longterm position It requires an overlap with the CET timezoneJob ResponsibilitiesCreate improve and train new deeplearning model variantsDesign run and enhance the ML pipeline for both models and datasets with data provenance controlOwn initiatives from inception to completion  always influencing research from beginning to endInternally and externally communicate datadriven insights and recommendations to key stakeholdersJob RequirementsBachelorsMasters degree in Engineering Computer Science or equivalent experienceAt least 3 years of relevant experience as a data scientistMust have experience in Python AIML and DevOpsKnowledge of multitasking neural networks and transformers is a mustNice to have a Natural Sciences backgroundFamiliarity with VisualVision Transformers is nice to haveKnowledge of QLearning and multiagent modeling is a plusDesigning constructing and transitioning deep neural networks to production is a mustCritical thinking and unbiased analysis abilitiesExperience with crossfunctional collaboration preferably in research Written and verbal communication,remote,Colombia,Sin experiencia,Fulltime,Colombia
Trabajo Desde Casa Cientifico de Datos Senior  Ref 0960S RD,ABBATANGELO LIONEL,BairesDev esta orgullosa de ser la compania de mas rapido crecimiento en America Con personal en cinco continentes y clientes de talla mundial somos tan fuertes como los equipos multiculturales en el corazon de nuestra empresa lo sean Con el fin de entregar a nuestros clientes soluciones de la mas alta calidad con consistencia unicamente contratamos al 1 mas destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantesCientifico de Datos Senior en BairesDevEstamos buscando un destacado Cientifico de Datos Senior para unirse al Equipo de Investigacion y Desarrollo ID de BairesDev Este profesional utilizara datos y tecnicas de aprendizaje automatico para ayudar al negocio a automatizar y escalar la toma de decisiones principalmente mediante la produccion de informes avanzados de analisis de datos y modelos basados en datos para inferir y predecir patronesActividades Principales Ayudar a mejorar el conocimiento de los datos y el entorno analitico general en toda la empresa Manejar datos estructurados y no estructurados utilizando SQL y otros lenguajes de programacion Realizar analisis avanzados de datos e informar de los resultados Contar la historia detras de los datos de una manera convincente para la gente de negocios Crear modelos predictivos y algoritmos de aprendizaje automatico Combinar modelos mediante el modelado de conjuntos Proponer soluciones y estrategias para los retos empresariales Ayudar a disenar y ejecutar experimentos para la comprobacion de hipotesis Participar activamente en las discusiones y decisiones relativas a todo el capitulo de Data Science  Data Engineer Colaborar con los gestores de productos de datos para crear productos de datos impresionantes Trabajar con la direccion para priorizar las necesidades de negocio y de informacion Ayudar a difundir una mentalidad basada en los datos y a mejorar la alfabetizacion de datos Ser un evangelizador de los datosQue Buscamos 3 anos de experiencia en Data Science  Data Engineer aprendizaje automatico IA estadistica y otras areas relacionadas Dominio de SQL Dominio de Python R u otro lenguaje de programacion importante Excelentes habilidades de comunicacion y capacidad para colaborar y establecer relaciones con usuarios no tecnicos Solidos conocimientos de probabilidad y estadistica incluido el diseno experimental el modelado predictivo la optimizacion y la inferencia causal Experiencia practica con el aprendizaje automatico como la clasificacion por regresion la agrupacion las redes neuronales la seleccion de caracteristicas la validacion cruzada la maldicion de la dimensionalidad el equilibrio entre sesgo y varianza la explicabilidad del modelo la PNL etcDeseable Experiencia en analisis o crecimiento de personas Experiencia con herramientas de visualizacion de datos Buena comprension de los retos de ingenieria para el despliegue de sistemas de aprendizaje automatico a la produccionQue Ofrecemos Trabajo 100 remoto Equipo de hardware para trabajar desde casa Horarios flexibles crea tu propio horario Licencia parental vacaciones y feriados remunerados Ambiente laboral diverso y multicultural Ambiente innovador con la estructura y recursos de una importante multinacional Excelente remuneracion bastante por encima del promedio en el mercado Aqui puedes crecer al ritmo de tu curva de aprendizajeNuestros empleados trabajan remotamente pero lo hacen dentro de una cultura confiable y solida que promueve diversidad y trabajo en equipo Para continuar siendo la compania de desarrollo de software lider en Latinoamerica queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso acogedor e innovadorTodo miembro del equipo de BairesDev aporta algo unico a nuestra companiaQueremos escuchar tu historia Aplica ahora,remote,Colombia,Sin experiencia,Fulltime,Colombia
Trabajo Desde Casa Cientifico de Datos Senior  Ref 0960S RD,ABBATANGELO LIONEL,BairesDev esta orgullosa de ser la compania de mas rapido crecimiento en America Con personal en cinco continentes y clientes de talla mundial somos tan fuertes como los equipos multiculturales en el corazon de nuestra empresa lo sean Con el fin de entregar a nuestros clientes soluciones de la mas alta calidad con consistencia unicamente contratamos al 1 mas destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantesCientifico de Datos Senior en BairesDevEstamos buscando un destacado Cientifico de Datos Senior para unirse al Equipo de Investigacion y Desarrollo ID de BairesDev Este profesional utilizara datos y tecnicas de aprendizaje automatico para ayudar al negocio a automatizar y escalar la toma de decisiones principalmente mediante la produccion de informes avanzados de analisis de datos y modelos basados en datos para inferir y predecir patronesActividades Principales Ayudar a mejorar el conocimiento de los datos y el entorno analitico general en toda la empresa Manejar datos estructurados y no estructurados utilizando SQL y otros lenguajes de programacion Realizar analisis avanzados de datos e informar de los resultados Contar la historia detras de los datos de una manera convincente para la gente de negocios Crear modelos predictivos y algoritmos de aprendizaje automatico Combinar modelos mediante el modelado de conjuntos Proponer soluciones y estrategias para los retos empresariales Ayudar a disenar y ejecutar experimentos para la comprobacion de hipotesis Participar activamente en las discusiones y decisiones relativas a todo el capitulo de Data Science  Data Engineer Colaborar con los gestores de productos de datos para crear productos de datos impresionantes Trabajar con la direccion para priorizar las necesidades de negocio y de informacion Ayudar a difundir una mentalidad basada en los datos y a mejorar la alfabetizacion de datos Ser un evangelizador de los datosQue Buscamos 3 anos de experiencia en Data Science  Data Engineer aprendizaje automatico IA estadistica y otras areas relacionadas Dominio de SQL Dominio de Python R u otro lenguaje de programacion importante Excelentes habilidades de comunicacion y capacidad para colaborar y establecer relaciones con usuarios no tecnicos Solidos conocimientos de probabilidad y estadistica incluido el diseno experimental el modelado predictivo la optimizacion y la inferencia causal Experiencia practica con el aprendizaje automatico como la clasificacion por regresion la agrupacion las redes neuronales la seleccion de caracteristicas la validacion cruzada la maldicion de la dimensionalidad el equilibrio entre sesgo y varianza la explicabilidad del modelo la PNL etcDeseable Experiencia en analisis o crecimiento de personas Experiencia con herramientas de visualizacion de datos Buena comprension de los retos de ingenieria para el despliegue de sistemas de aprendizaje automatico a la produccionQue Ofrecemos Trabajo 100 remoto Equipo de hardware para trabajar desde casa Horarios flexibles crea tu propio horario Licencia parental vacaciones y feriados remunerados Ambiente laboral diverso y multicultural Ambiente innovador con la estructura y recursos de una importante multinacional Excelente remuneracion bastante por encima del promedio en el mercado Aqui puedes crecer al ritmo de tu curva de aprendizajeNuestros empleados trabajan remotamente pero lo hacen dentro de una cultura confiable y solida que promueve diversidad y trabajo en equipo Para continuar siendo la compania de desarrollo de software lider en Latinoamerica queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso acogedor e innovadorTodo miembro del equipo de BairesDev aporta algo unico a nuestra companiaQueremos escuchar tu historia Aplica ahora,remote,Colombia,Sin experiencia,Fulltime,Colombia
Científico de datos Bilingue,Procalidad Analytics,Ingeniero matemático estadístico con experiencia en SQL Machine Learning Databricks Python Conocimientos en probabilidad y estadísticaAnalizar datos provenientes de múltiples fuentes con el fin de responder preguntas de negocio orientadas a mejorar la calidad en procesos de ventas y atención al clienteExperiencia desempeñando el rol de científico de datos,remote,Colombia,Sin experiencia,Fulltime,Colombia
Trabajo Desde Casa Cientifico de Datos Senior  Ref 0960S RD,ABBATANGELO LIONEL,BairesDev esta orgullosa de ser la compania de mas rapido crecimiento en America Con personal en cinco continentes y clientes de talla mundial somos tan fuertes como los equipos multiculturales en el corazon de nuestra empresa lo sean Con el fin de entregar a nuestros clientes soluciones de la mas alta calidad con consistencia unicamente contratamos al 1 mas destacado entre los mejores talentos y nutrimos su desarrollo profesional con proyectos desafiantesCientifico de Datos Senior en BairesDevEstamos buscando un destacado Cientifico de Datos Senior para unirse al Equipo de Investigacion y Desarrollo ID de BairesDev Este profesional utilizara datos y tecnicas de aprendizaje automatico para ayudar al negocio a automatizar y escalar la toma de decisiones principalmente mediante la produccion de informes avanzados de analisis de datos y modelos basados en datos para inferir y predecir patronesActividades Principales Ayudar a mejorar el conocimiento de los datos y el entorno analitico general en toda la empresa Manejar datos estructurados y no estructurados utilizando SQL y otros lenguajes de programacion Realizar analisis avanzados de datos e informar de los resultados Contar la historia detras de los datos de una manera convincente para la gente de negocios Crear modelos predictivos y algoritmos de aprendizaje automatico Combinar modelos mediante el modelado de conjuntos Proponer soluciones y estrategias para los retos empresariales Ayudar a disenar y ejecutar experimentos para la comprobacion de hipotesis Participar activamente en las discusiones y decisiones relativas a todo el capitulo de Data Science  Data Engineer Colaborar con los gestores de productos de datos para crear productos de datos impresionantes Trabajar con la direccion para priorizar las necesidades de negocio y de informacion Ayudar a difundir una mentalidad basada en los datos y a mejorar la alfabetizacion de datos Ser un evangelizador de los datosQue Buscamos 3 anos de experiencia en Data Science  Data Engineer aprendizaje automatico IA estadistica y otras areas relacionadas Dominio de SQL Dominio de Python R u otro lenguaje de programacion importante Excelentes habilidades de comunicacion y capacidad para colaborar y establecer relaciones con usuarios no tecnicos Solidos conocimientos de probabilidad y estadistica incluido el diseno experimental el modelado predictivo la optimizacion y la inferencia causal Experiencia practica con el aprendizaje automatico como la clasificacion por regresion la agrupacion las redes neuronales la seleccion de caracteristicas la validacion cruzada la maldicion de la dimensionalidad el equilibrio entre sesgo y varianza la explicabilidad del modelo la PNL etcDeseable Experiencia en analisis o crecimiento de personas Experiencia con herramientas de visualizacion de datos Buena comprension de los retos de ingenieria para el despliegue de sistemas de aprendizaje automatico a la produccionQue Ofrecemos Trabajo 100 remoto Equipo de hardware para trabajar desde casa Horarios flexibles crea tu propio horario Licencia parental vacaciones y feriados remunerados Ambiente laboral diverso y multicultural Ambiente innovador con la estructura y recursos de una importante multinacional Excelente remuneracion bastante por encima del promedio en el mercado Aqui puedes crecer al ritmo de tu curva de aprendizajeNuestros empleados trabajan remotamente pero lo hacen dentro de una cultura confiable y solida que promueve diversidad y trabajo en equipo Para continuar siendo la compania de desarrollo de software lider en Latinoamerica queremos asegurarnos de que cada miembro de BairesDev consiga las mejores oportunidades de crecimiento y desarrollo profesional en un ambiente diverso acogedor e innovadorTodo miembro del equipo de BairesDev aporta algo unico a nuestra companiaQueremos escuchar tu historia Aplica ahora,remote,Medellín Metropolitan Area,Sin experiencia,Fulltime,Medellín Metropolitan Area
