titulo_puesto,empresa,descripcion_puesto,modalidad,salario,localidad,fecha_posteo,nivel_de_experiencia,tipo_empleo,pais
Data Engineer,Enroute,"Enroute is about being exceptional. We deliver IT services and solutions by tech-savvy problem solvers, constantly looking for innovative approaches to everyday problems. Enrouters have unique ideologies, principles, and incredible life stories. Everyone is welcome at Enroute.We take pride in our culture. We want every Enrouter to enjoy working with us and become part of a great community of highly driven, responsible, respectful, and happy people. We offer outstanding benefits, compensation, flexible schedules, and policies that balance work and personal life. We strive to be involved and know our people to improve continuously.As a Data Engineer you will be involved in the design, creation, maintenance, and use of Data Warehouses.You will be deeply involved in data flow: data extraction from different sources, data analysis to find trends and anomalies, data load into different destinations, data transformations, data validations, data enrichment, and reporting capabilities.RequirementsStrong written and verbal communication skills (Spanish and English)Data warehousing principles and implementation (5+ years)Excellent SQL (5+ years)Strong ETL and ELT experience (5+ years)Good data analysis skills (2+ years)Good Report design experience. (2+ years)Basic git knowledge and experience (1+ years)AWSDockerSnowflakeNice to have:Data Factory or SSIS (1+years)PythonSparkPreferred Tools (not required):Databases: Snowflake or SQL ServerETL: Informatica Cloud Services, Airflow or NiFiReporting: Cognos or PowerBIAlternatives tools for:Databases: Oracle, MySQL, or any other relational databaseETL: Informatica on-premise, SSIS, or any other ETL toolReporting: Tableau, Pentaho, SSRS, or any other reporting toolSource control: GitLab, GitHub, Bitbucket, or any different git flavorResponsibilitiesBreakdown user requirements into tasksDesign data warehouse solutions to support data analytics and reportingDevelop and implement ETL and ELT processesCreation of stored procedures for data transformationsDesign and creation of reports and dashboardsCreate, automate, and maintain data pipelines.Build robust data processing pipelines using AWS Services and integrate with multiple data sources.Experience extracting, transforming, and loading large data sets from various data sources using Spark.Writing SQL queries and other types of data requests in the context of massive data sets.Translate data needs into detailed functional and technical designs for development, testing, and implementationBenefitsMonetary compensationYear-end BonusIMSS, AFORE, INFONAVITMajor Medical Expenses InsuranceMinor Medical Expenses InsuranceLife InsuranceFuneral Expenses InsurancePreferential rates for car insuranceTDU MembershipHolidays and VacationsSick daysBereavement daysCivil Marriage daysMaternity & Paternity leaveEnglish, Japanese, and Spanish classesPerformance Management FrameworkCertificationsTALISIS Agreement: Discounts at ADVENIO, Harmon Hall, U-ERRE, UNIDTaquitos RewardsAmazon Gift Card on your BirthdayWork-from-home BonusLaptop PolicyEqual employmentEnroute is committed to providing equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.",onsite,0,Mexico,2023-02-19,Intermedio,Fulltime,Mexico
Banco de Talentos | Analista de Dados Freelancers,Porsche Cup Brasil,"O profissional Freelancer atuará diretamente em nossos eventos, com atividades de Análise de dados em nossas corridas.Buscamos um perfil apaixonado por automobilismo, comprometido, bom relacionamento, focado em resultados e que goste de desafios.Se você é esse profissional, então, venha fazer parte do nosso time!Responsabilidades e atribuiçõesPreenchimento e acompanhamento das atividades descritas em check list;Checagem de dados vitais dos veículos;Análise de dados de performance dos pilotos;Orientação da equipe para ajustes técnicos em suspensão, aerodinâmica e calibração de pneus;Organização do BOX e equipe.Requisitos e qualificaçõesFormação: Cursando Ensino Superior em Engenharia;Desejável Curso em Análise de Dados Automotivos;Habilidades em software de análise de dados - Desejáveis: Cosworth PI Toolbox - ToolsetInformações adicionaisDisponibilidade para viagens.",onsite,0,Brazil,2023-01-19,0,Fulltime,Brazil
Analista de Datos,Provincia ART,"En Provincia ART nos encontramos en la búsqueda de un Analista de Datos para formar parte de la Gerencia de Análisis y Control de Gestión.Su principal objetivo es proporcionar información de alto valor mediante el armado de tableros de control y desarrollo de visualizaciones para seguimiento de los principales KPI de la compañía.Algunos de sus desafíos serán Realizar el relevamiento de procesos, comprensión de las principales variables del negocio, identificación de indicadores clave. Realizar análisis de tendencias, anomalías y desvíos para poder comunicarlos.Manejar grandes volúmenes de datos (Extracción, revisión, análisis y normalización de datos). Transformar y normalizar los datos para disponibilizarlos a través de visualizaciones utilizando QlikSense, QlikView y otras plataformas de ETL Interactuar con clientes a los findes de comprender los requisitos técnicos, conocer el trabajo de otros y ofrecer una solución de manera rápida y ágil RequisitosPara poder tener el rol, necesitamos que cuentes con Estudios universitarios en curso o graduado en Administración de Empresas, Ingeniería Industrial, Ingeniería en Sistemas, Finanzas, Ciencias Actuariales, o afinesExperiencia de 2 años o más en puestos similares en área de Control de Gestión, Consultoría y/o Auditoria de empresas de Seguros, ART, Medicina Prepaga, Bancos o FinancierasConocimiento en Qlikview y QlikSense.Conocimiento de herramientas o lenguajes de transformación de datos como SQL y R.Amplio dominio de la herramienta M. Excel Beneficios💲 Bono anual de hasta un sueldo, proporcional fecha de ingreso y cumplimiento de objetivos👨‍👩‍👧‍👦 Licencias extendidas (casamiento, paternidad)🎉 Día de cumpleaños libre.🎁 Obsequios Caja navideña, día del seguro, Kit universitario, nacimiento, kit escolar, día de las infancias, día de la primavera, graduados universitarios, etc.💜 Reintegro por jardín maternal/guardería o cuidado de menores (hasta los 5 años de edad inclusive)👩‍🏫 Plataforma de asesoramiento legal, financiero, psicológico y nutricional.🏖 Flex summer (algunos viernes de verano, mitad de jornada)📝 Aprendizaje y formación Descuento en universidades privadas, Ayuda para posgrado o especializaciones, y clases de idiomas.👩‍🔬 Salud vacunación antigripal, Reintegro de medicamentos para enfermedades crónicas/prolongadas, reintegros por hijos con discapacidad, enfermedad crónica o trastorno de aprendizaje, otros.💰 Descuentos Descuentos en gimnasios de la red Megatlon y Sportclub, en Productos del Banco Provincia de Buenos Aires (BPBA), Club de beneficios, descuentos en marcas y comercios.Provincia ART es la aseguradora de riesgos del trabajo de Grupo Provincia, primera en cápitas a nivel país y presente en el mercado desde el inicio del Sistema de Riesgos del Trabajo. Reconocida por su experiencia y labor en materia de prevención, hoy cuida a más de 2.4 millones de trabajadores y trabajadoras de casi 112 mil empresas grandes, medias y pequeñas y organismos públicos e instituciones.",onsite,0,Argentina,2023-02-19,Intermedio,Fulltime,Argentina
Analista de Dados Jr - Híbrido,Minsait,"Impulsionamos seu negócio, gerando impacto na sociedade!Como parte da Minsait, você testará o futuro.Esta jornada é possível graças a um talento multidisciplinar e a uma visão comum. Novas inteligências que trabalham de forma ágil, inovadora e iterativa para resolver seus desafios nas diferentes fases da jornada.Na Minsait é o lugar onde o essencial é o núcleo, e nosso núcleo são as pessoas. Pessoas que impulsionam o futuro, que abrem novos caminhos e que mudam as regras do jogo. Porque na Minsait, quem deixa a sua marca hoje e amanhã é você.Bem-vindos à revolução tecnológica mais humana.Você será um pilar fundamental nos melhores e maiores projetos de TI do Brasil e em nível global.Candidate-se! Vamos conversar!Responsabilidades e atribuiçõesEstamos em busca de Analista de dados JR para analisar informações brutas e encontrar padrões que ajudarão a melhorar nossos projetos. Contaremos com você para analisar produtos de dados que extraiam informações valiosas de negócios. Nesta função, você deve ser altamente analítico, com habilidade para análise e estatística. Ter pensamento crítico e habilidades para resolução de problemas são essenciais à interpretação de dados. Também queremos alguém que tenha paixão por manipulação de dados.Seu objetivo será ajudar nossa empresa a analisar tendências para tomar melhores decisões.Requisitos e qualificaçõesTer experiência em desenvolvimento SAS e SQL;Perfil mais Matemático e EstatisticoPerfil ser de exatas e que tenha lógica de programaçãoBoa bagagem técnicaIrá atuar com a parte de campanhas (comunicação com o cliente)Diferencial conhecer a ferramenta Salesforce e conhecimentos estatísticoProfissional ter mais experiencia ténicaAtuação híbrida na Cidade de Deus - Osasco (1 x presencial na cidade de Deus, restante home office)Certificações Desejáveis:SASInformações adicionaisContratação CLTModelo de Trabalho Híbrido na região de Osasco/SP - Cidade de Deus- 1 vez na semanaPlano de Saúde subsidiado pela empresa para o titular (com coparticipação)Opção de inclusão de dependentes no Plano de Saúde com desconto em folha e valor reduzido (com coparticipação)Assistência OdontológicaAssistência Odontológica para os dependentesVale Refeição ou AlimentaçãoGympass (Acesso a mais de 700 academias em todo o Brasil com planos a partir de R$ 39,90 descontado em folha de pagamento)Opção de inclusão de dependentes no Gympass (até 03 dependentes - pago via cartão de crédito)Parcerias com grandes marcas de consumoConvênios para descontos com instituições de ensino (graduação e pós-graduação) e escola de idiomasSeguro de vida em grupoPLR de até 1 salário",onsite,0,Brazil,2023-03-31,0,Fulltime,Brazil
Junior Data Engineer,Multiplica Talent,Nan,onsite,0,Mexico,2023-03-28,0,0,Mexico
ANALISTA DE DADOS,CARAPRETA,"#vempracarapretaVenha fazer parte da nossa História!Produzimos a MELHOR proteína de origem animal. Somos certificados com o selo Angus, Angus Sustentabilidade, Selo Sustentabilidade social, ambiental e animal pela empresa alemã TÜV Rheinlan e Hallal Brasil.Nossa missão é levar aos consumidores de todo mundo as melhores proteínas de origem animal com sustentabilidade, regularidade e padronização.Procuramos pessoas que tenham ambição de crescer com a gente, que seja analítico, goste de desafios e saiba se adaptar em diferentes situações.O que esperamos?Formação superior completaDomínio da ferramenta de Business Intelligence para produção e automaçãoSuas atividades:Criar APIs para o processo de ETL; Criar APIs de Consulta; Monitorar processos e analisar logs; Gerir Datalake com construção e manutenção das APIs; Entender os requisitos de negócios no contexto de BI e projetar modelos de dados para converter dados brutos em insights significativos. Estruturar, implantar e administrar projeto de Business Intelligence, desde o levantamento de requisitos até a elaboração de dashboard ?s com Power BI; Identificar KPIs com objetivos claros e monitorá-los de forma consistente.Utilizar ferramentas de Business Intelligence para produção e automação de relatórios com análises quantitativas e qualitativas de dados; realizar o desenvolvimento e elaborar boas práticas de desenvolvimento de códigos Power BI.O que oferecemos?Vale-refeição;Day-Off no aniversário;Cozinha comunitária (Micro-ondas e Geladeira);Clube certo (Clube de descontos);Vale Transporte ou estacionamento;Convênio Drogaria AraújoDesconto em nossos produtos maravilhosos;Plano de saúde Unimed;Seguro de Vida;GympassApoio em capacitações com foco no seu desenvolvimento (cursos, treinamentos, certificações e eventos)Aprendizado acelerado com profissionais qualificados.Ambiente criativo e inovador;Empresa em crescimento acelerado.Se você se encaixa nesse perfil, adoraríamos te conhecer!",onsite,0,Brazil,2023-04-11,Ayudante,Fulltime,Brazil
Data Engineer Jr / SSr / Sr,Consultora Gestal,"¿Queres dar el próximo paso en tu carrera como Ingeniero de datos?Buscamos perfiles entusiastas para sumarse una importante empresa de telecomunicaciones de Argentina, con foco en la experiencia de clientes y colaboradores.Objetivo De La PosiciónLos perfiles deben relevar, ingestar, modelar y disponibilizar informaciónStack Tecnológico DeseadoOrquestador Composer y Airflow como herramienta de ETL. Bigquery como motor de BBDD.Experiencia trabajando en Cloud, principalmente en GCP.Creación y mantenimiento de ETL. usando Python y SQL.Duración mínima del proyecto: 12 meses.Horairio de trabajo: Lunes a viernes de 9 a 18 hs.Modalidad de trabajo: Remoto.Si cumplís con los requisitos, ¡Postulate ahora! En caso de ser buen match, nuestro equipo se contactará con vos a la brevedad!",onsite,0,Argentina,2023-04-06,Intermedio,Fulltime,Argentina
Analista de Dados,Altenburg,"Estamos em busca de um Analista de Dados para integrar nossa equipe e atuar no desenvolvimento de métricas e indicadores de negócio para os diversos departamentos da empresa. O profissional será responsável por trabalhar com uma grande quantidade de informações, integrando diferentes fontes de dados e realizando buscas em banco de dados para transformar em informação relevante.Além disso, será necessário interpretar os dados das planilhas e gráficos e transformá-los em informações para os diversos departamentos da empresa, criando soluções para as necessidades de negócio. Experiência em Power BI. Domínio de consultas em bancos de dados estruturados e SQL. Experiência com linguagens de programação para análise e manipulação de dados (Python, SAS, R, etc.). Familiaridade com ferramentas de BI e experiência em construção de relatórios, dashboards e estudos analíticos. Conhecimento no sistema Sapiens será um diferencial. Desejável experiência com versionamento de código. Desejável experiência com metodologias ágeis.Se você é um profissional apaixonado por dados, adora trabalhar com tecnologia e tem facilidade em interpretar informações e transformá-las em soluções de negócio, candidate-se à nossa vaga!RequisitosEstudosEnsino SuperiorBenefíciosPPLRVale AlimentaçãoRestaurante InternoPlano OdontológicoPlano de SaúdeSeguro de VidaDesconto em LojaVTEstacionamento Próprio",onsite,0,Brazil,2023-04-13,Ayudante,Fulltime,Brazil
Engenheiro(a) de Dados,Vibra Energia,"Buscamos profissional para atuar como Engenheiro (a) de Dados na VIBRA Energia, construindo soluções em Data & Analytics junto a nossos times e clientes, seguindo as melhores práticas.Responsabilidades e atribuiçõesResponsável por definir e implementar a arquitetura da plataforma de dados.Construção de soluções técnicas de consumo, exploração, integração e entrega de dados.Requisitos e qualificações Sólida experiência em projetos de dados; Experiência com programação em Python; Proficiência em linguagem SQL; Familiaridade em ferramentas de ETL e pipeline de dados; Abordagem analítica e de resolução de problemas, identificando oportunidades de melhoria; Experiência prática em Azure Data Platform, usando alguns de seus componentes: Synapse Analytics, Data Factory, Data Flow, Data Lake, Databricks; Modelagem de Dados e Gerenciamento de Multiplas Bases de Dados; Garantir a disponibilidade, segurança e governança dos dados, através de padrões e processos definidos;Informações adicionaisDiferenciais:Conhecimento de Alteryx;Conhecimento em tableau;Conhecimento em SSIS.",onsite,0,Brazil,2023-02-18,0,Fulltime,Brazil
Analista Dados - ETL / BI Júnior,HeadMind Partners,"Como parte do nosso time de Digital, você será responsável pela extração e manipulação de dados no ambiente coorporativo e na geração de dashboards utilizando as principais ferramentas do mercado atual (Ex.: Python, Excel, MS Power BI e Qlik) garantindo e respeitando os prazos determinados pelo cliente.Responsabilidades e atribuiçõesVocê irá:Realizar criação de dashboards ( Ex: Excel, Ms Power Bi e Qlik);ETL e Modelagem de dados (Ex.:SQL, Python, Pentaho e MS Analysis Services);Análise e busca de dados em bancos SQL.Requisitos e qualificaçõesÉ necessário ter:Superior cursando ou completo em Ciência da Computação, Sistemas da Informação, Banco de Dados, Análise e Desenvolvimento de Sistemas.Será um diferencial:Desejável conhecimento no setor financeiro e/ou RH;Inglês Intermediário.Informações adicionaisSe torne um HeadMind e vivencie experiências como:Programa Work Week: Modelo de trabalho híbrido e flexível;Work From Anywhere: Trabalhe em qualquer lugar, desde que respeite o fuso horário brasileiro, no período de 3 a 5 semanas ao ano;Programa UP FLEX: Cartão de benefício flexível, com a bandeira Mastercard, que pode ser utilizado em modalidades como: Cultura, mobilidade, Home Office, saúde, Educação e Food (Mercados e Restaurantes);Programa Bem-estar: Assistência médica e odontológica, sem desconto e sem coparticipação para o titular e também auxilio academia (Totalpass);Vale Transporte;Celular corporativo: Plano com ligações, torpedos e internet ilimitada;Eventos corporativos: Breakfast diário, Happy Hour trimestral, Kick off e Team building;Auxílio Creche ou Babá: Exclusiva para a mamãe até 12 meses de idade;Kit Home Office: Ajuda de custo para a compra de materiais como: cadeira, mesa etc. Exclusivo para colaboradores CLT com o mínimo 1 ano de empresa;Starting Partner: Ajuda de um colaborador para auxilia-lo nos primeiros meses; Trilha de Carreira: acompanhamento trimestral do seu desenvolvimento por meio de feedbacks e 1-On-1s;Incentivo Aprendizagem: Reembolso em certificações, incentivos educacionais para graduação e pós-graduação, biblioteca corporativa e bolsa-auxílio dos idiomas inglês ou francês;Bônus Semestral atrelado ao desempenho!",onsite,0,Brazil,2023-04-05,0,Fulltime,Brazil
Engenheiro de Dados Jr,Suhai Seguradora,"Se você é uma pessoa movida a desafios e que deseja contribuir com a mudança de um Mercado tão tradicional como o de Seguros, você encontrará na Suhai razões para ser feliz todos os dias da semana!#VemFazerAcontecer! #VemSerSuhaiResponsabilidades e atribuiçõesProjetos e DesenvolvimentoRealizar levantamento e especificação funcional de demandas de dados (ETL/ELT, Views, DW, etc);Colaborar em projetos de desenvolvimento de estrutura de dados junto à parceiros/fornecedores externos e usuários internos, conduzindo a comunicação e relacionamento com todos os stakeholders usando rituais/processos ágeis baseados nos frameworks/metodologias Scrum e Kanban;Executar processos de qualidade para validação de dados;Desenvolver estruturas relacionadas a transferência, manutenção e leitura de dados como Data Warehouse (DW), Business Intelligence (BI), ETL/ELT, scripts MS SSIS, store procedures, views, triggers, tabelas, etc;Criar relatórios, apresentações e dashboards no PowerBI.GovernançaAdministrar os bancos de dados, zelando pela segurança, disponibilidade e performance das bases;Organizar estruturas, dados e documentações.Suporte e SustentaçãoAtender tickets de incidentes referentes a problemas de dados, automações de dados, ETL/ELT e PowerBI.Requisitos e qualificaçõesGraduação completa em TI (Tecnologia em Informática, Análise de Sistemas, Processamento de Dados, Ciência da Computação, Engenharia da Computação e similares), Matemática/Estatística/Economia ou Engenharias em geral;Inglês intermediário ou superior;Conhecimento de linguagem SQL/T-SQL, ETL/ELT, do banco MS SQL Server 2014/2019 e das ferramentas MS SSIS, MS PowerBI e GIT/Github;Conhecimento avançado de MS Excel;Conhecimentos de modelagem, extração, transformação e manipulação de dados;Boa capacidade de comunicação oral e escrita;Ser comunicativo, organizado, ter senso de urgência, comprometimento (ownership) e trabalhar em equipe (apoiar times de infraestrutura e sistemas).Informações adicionaisDiferenciais (não obrigatório)Experiência como DBA com competência para executar tarefas básicas de administração do banco de dados, tais como: gerenciar objetos do banco, monitorar e otimizar índices, aplicar patches, instalar atualizações, fazer migração de versões do banco, realizar análise e tunning de performance;Conhecimento avançado de estrutura de dados e experiência em desenvolvimento de DW;Experiência em Seguradoras/Financeiras, particularmente do ramo de automóvel;Conhecimento de outros bancos relacionais (Amazon Aurora, Amazon RDS, MySQL/MariaDB, PostgreSQL) e não-relacionais/NoSQL (MongoDB, Amazon DynamoDB, etc);Inglês avançado ou superior;Conhecimento e/ou certificação de metodologia ágil e respectivos frameworks (ex.: Lean/Scrum/Kanban).Conhecimentos básicos de matemática/estatística, linguagem Python e Machine Learning.Conhecimentos de Big Data, Engenharia de Dados e/ou Ciência de Dados.",onsite,0,Brazil,2023-03-21,0,Fulltime,Brazil
Engenheiro de Dados,Capgemini,"Que tal desenvolver a sua carreira em uma das maiores consultorias de TI do mundo?A Capgemini tem liderado programas de transformação digital e tecnológica nas maiores e mais relevantes organizações. Com forte presença global e sólido crescimento no mercado brasileiro, o Grupo é guiado diariamente por seu propósito de liberar a energia humana através da tecnologia para um futuro inclusivo e sustentável.Internamente, seguimos em um ritmo acelerado de transformação, onde fomentamos uma cultura, promovida por líderes transformacionais e equipes altamente engajadas, acompanhadas e priorizadas por nossa área de Talentos.Nos orgulhamos da nossa diversidade e estamos empenhados em promover um ambiente inclusivo e com equidade de oportunidades. Nossas vagas, são para todas as pessoas independente de raça, etnia, religião, idade, identidade de genero, orientação sexual ou deficiência. Somos guiados por sete valores: Honestidade, Audácia, Confiança, Liberdade, Espírito de equipe, Modéstia e Fun. Se você compartilha dos mesmos valores, aqui é o seu lugar.Get The Future You WantSobre a PosiçãoO profissional integrará o time de Insights And Data, na posição Engenheiro de Dados.Forma de Contratação: CLTModelo de trabalho / Atuação: RemotoHorário de Trabalho: Das 09:00h às 18:00h (Segunda-feira - Sexta-feira)Para Isso Buscamos Um Profissional ComExpertise em Python.Experiência em Big data - ecossistema Hadoop, Hive, Hbase, Kafka, Spark.Vivência com Bancos de Relacionais (SQL) e NoSQL≠ Será Um Diferencial, Se Você TiverExperiência com Power BI.Conhecimento em Java e/ou Node.js.O Que a Capgemini OfereceOferecemos um ambiente, inspirador, diverso e inclusivo com grupos de afinidade como: Women, Outfront, CapAbility, Blacks e 50+. Aqui VOCÊ pode ser quem você é! E também protagonista do seu desenvolvimento com oportunidades de aprendizagem, crescimento e atuação em projetos desafiadores.Além disso temos a preocupação em oferecer pacote de remuneração e benefícios competitivos no segmento, reconhecendo as competências, performance individual e de equipe. Voltados para o seu Bem Estar Físico, Emocional, Financeiro e Familiar.Pacote de Benefícios: Assistência Médica, Telemedicina Einstein Conecta, Plano Odontológico, Benefício Farmácia, Convênio com plataformas de saúde física e mental (Gympass e Equilibrium), Vale Alimentação / Refeição, Seguro de Vida, Previdência Privada, Auxílio Home Office, 2 anos de gratuidade Veloe, Plano de Participação Acionária, Emprestimo consignado, Jornada de trabalho flexivel, Clube de benefícios e muito mais!Formação dinâmica e acelerada, através da nossa Universidade Corporativa, parcerias com plataformas como Harvard Manage Mentor, Coursera, Pluralsight (contendo mais de 3 mil cursos disponíveis) e Certificações e desenvolvimento em plataformas AWS, Google, ServiceNow e ITIL.EF English Live Brasil - EF Education First: Você terá acesso a plataforma on line, com e aulas adaptadas ao seu nível para se desenvolver no idioma Inglês e ou Espanhol.Plano de carreira que incentiva sua jornada e desenvolvimento, proporcionando visibilidade de forma clara sobre as oportunidades de carreira e os requisitos necessários.Se você entende que esse desafio é para você, venha fazer parte dessa transformação em uma das mais relevantes consultorias de tecnologia do mundo!Não tem o perfil esperado para essa posição? E está Interessado(a) em fazer parte do nosso time? Acesse nossa página de carreiras (https://www.capgemini.com/br-pt/carreira), consulte as demais vagas disponivéis e cadastre seu currículo.",onsite,0,Brazil,2023-04-11,Semi-senior-Senior,Fulltime,Brazil
Analista de Dados Júnior,Moot,Requisitos necessários para esse novo desafio: Conhecimentos em SQL (Imprescindivel) para elaboração de relatórios Conhecimentos em Python (Diferencial) Conhecimentos em machine learning (Diferencial) Conhecimentos em QlikSense/PowerBI (Diferencial).BeneficiosFormação Acadêmica:Não informadoExperiênciaSalário:A combinarCargoAnalista de DadosEmpresaMoot ItConsultoria em tecnologia.RamoInformática/ Tecnologia,onsite,0,Brazil,2023-04-12,Semi-senior-Senior,Fulltime,Greater São Paulo Area
Data Engineer - QuantumBlack,"QuantumBlack, AI by McKinsey","QualificationsBachelor's or master's degree in computer science or similarly relevant field2+ years of experience as a full stack software engineering working with modern tools and a preference for backend codeStrong experience coding (Python, Scala, Java) and working with a variety of relational DBsKnowledge in creating end-to-end data pipelines for the purpose of creating production-grade machine learning systems using open source tools such as Python, Pandas, pySpark, Kedro, Airflow and moreInterest in the latest big data technologies like Spark, Presto, Neo4jExcited about using data to solve a variety of business problems and working in cross-functional teams of expertsAbility in clearly communicating complex solutionsStrong command of English language (both verbal and written)What You'll DoYou will work closely with our clients and Data Scientists to transform and construct features which feed directly into our data science and machine learning modelling approaches.Our Data Engineers lay the foundations for the Data Science process, wrangling disparate sources into tidy data. This role will allow you to really gain knowledge in building data pipelines, wrangling and feature engineering all whilst being exposed to the latest techniques.Our projects cover a wide range of industries and may expose you to problem areas such as Disease epidemiology, athlete injury prediction or salesforce effectiveness optimisation and many more. In order to gain insight from previously ignored and unconnected data you will need to extract information from vast array of different data sources such as Data Warehouses, SQL databases, legacy applications, unstructured data, documents, emails, APIs, Kafka endpoints and graph databases.Role ResponsibilitiesWork with our clients to model their data landscape, obtain data extracts and define secure data exchange approachesAcquire, ingest, and process data from multiple sources and systems into Big Data platformsUnderstanding, assessing and mapping the data landscapeMaintaining our Information Security standards on the engagementCollaborate with our data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical modelsDefining the technology stack to be provisioned by our infrastructure teamBuilding modular pipeline to construct features and modelling tablesUse new and creative techniques to deliver impact for our clients as well as internal R&D projectsWhat You’ll LearnHow successful projects on real world problems across a variety of industries are completed through referencing past deliveries of end to end pipelinesBuild products alongside the Core engineering team and evolve the engineering process to scale with data, handling complex problems and advanced client situationsBe focused on the wrangling, clean-up and transformation of data by working alongside the Data Science team which focuses on modelling the dataUsing new technologies and problem-solving skills in a multicultural and creative environmentYou will work on the frameworks and libraries that our teams of Data Scientists and Data Engineers use to progress from data to impact. You will guide global companies through data science solutions to transform their businesses and enhance performance across industries including healthcare, automotive, energy and elite sport.Real-World Impact – No project is ever the same; we work across multiple sectors, providing unique learning and development opportunities internationally.Fusing Tech & Leadership – We work with the latest technologies and methodologies and offer first class learning programmes at all levels.Multidisciplinary Teamwork - Our teams include data scientists, engineers, project managers, UX and visual designers who work collaboratively to enhance performance.Innovative Work Culture – Creativity, insight and passion come from being balanced. We cultivate a modern work environment through an emphasis on wellness, insightful talks and training sessions.Striving for Diversity – With colleagues from over 40 nationalities, we recognise the benefits of working with people from all walks of life.Our projects range from helping pharmaceutical companies bring lifesaving drugs to market quicker to optimising a Formula1 car’s performance. At QuantumBlack you have the best of both worlds; all the benefits of being part of one of the leading management consultancies globally and the autonomy to thrive in a fast growth tech cultureHealthcare Efficiency – We helped a healthcare provider improve their clinical trial practices by identifying congestion in diagnostic testing as a key indicator of admissions breaches.Environmental Impact – We designed and built the first data-driven application for a state of the art centre of excellence in urban innovation by collecting real-time data from environmental sensors across London and deploying proprietary analytics to find unexpected patterns in air pollution.Product Development – We worked with the CEO of an elite automotive organisation to reduce the 18-month car development timeframe by improving processes, designs and team structures.Please submit your CV in English Visit our Careers site to watch our video and read about our interview processes and benefits.As an equal opportunity employer, QuantumBlack encourages applications from all backgrounds regardless of gender, race, disability, pregnancy, marital status, age, sexual orientation, gender reassignment, religion or belief. We maintain a sense of community rooted in respect and consideration for all employees where any evaluation is based simply upon individual work and team performance.Who You'll Work WithYou’ll be working in our Santiago or Bogota office as part of our QuantumBlack team.You will gain experience working in interdisciplinary teams consisting of Data Scientists, Data Engineers, Designers and McKinsey experts.This would be a hybrid client-facing/technical role using state of the art technologies, whilst also being able to communicate complex intractable ideas to non-technical audiences. Collecting clear requirements is a key part of this role and will define the technical strategy the team employs on the study.Who You AreA core value at QuantumBlack is fusion and at the heart of our multi-disciplinary teams is the belief that the sum of individual parts will always be less than the impact of the entire team. You are a highly collaborative individual who is capable of laying aside your own agenda, listening to and learning from colleagues, challenging thoughtfully and prioritising impact. You search for ways to improve things and work collaboratively with colleagues. You believe in iterative change, experimenting with new approaches, learning and improving to move forward quickly. Trust between colleagues is paramount here – you are an individual who can always be trusted to work in the best interests of all colleagues and to achieve the best outcome for QuantumBlack and our clients. You are naturally enthusiastic and enjoy sharing your passion with others.",onsite,0,Colombia,2023-03-26,Intermedio,Fulltime,Colombia
